4539869380272658|01|2028|221
4539861158541752|01|2028|810
4539867614533796|01|2028|195
4539868217014028|01|2028|692
4539865231968270|01|2028|500
4539865474858949|01|2028|398
4539864674618419|01|2028|940
4539861105269291|01|2028|953
4539867817512852|01|2028|118
4539864896965648|01|2028|544
4539864807160362|01|2028|670
4539866892362696|01|2028|772
4539865101287819|01|2028|809
4539867409238544|01|2028|580
4539865059996684|01|2028|131
4539860533339312|01|2028|838
4539865358306551|01|2028|732
4539868878280256|01|2028|218
4539867293286021|01|2028|282
4539868517438067|01|2028|371
4539860721967122|01|2028|050
4539867561681002|01|2028|199
4539869939910113|01|2028|070
4539864333243062|01|2028|831
4539860892170423|01|2028|606
4539869896692076|01|2028|288
4539869587386954|01|2028|460
4539863364023492|01|2028|283
4539860208097575|01|2028|645
4539866607112246|01|2028|399
4539865317792883|01|2028|486
4539868696853425|01|2028|822
4539864693198666|01|2028|685
4539861562875572|01|2028|276
4539862828954409|01|2028|345
4539860105222052|01|2028|692
4539866898937442|01|2028|481
4539868118495078|01|2028|979
4539868084282815|01|2028|719
4539860207834978|01|2028|174
4539862708136523|01|2028|722
4539866311598722|01|2028|865
4539868970207041|01|2028|669
4539863288891933|01|2028|748
4539860232754639|01|2028|642
4539862543043785|01|2028|700
4539866400257966|01|2028|950
4539868829362740|01|2028|427
4539869059012187|01|2028|437
4539864187430062|01|2028|683
